endTime,artistName,trackName,msPlayed
2022-01-03 17:04,Yu-Peng Chen,Another Hopeful Tomorrow,85783
2022-01-03 17:06,Yu-Peng Chen,Dusk in Mondstadt,108770
2022-01-03 17:07,Yu-Peng Chen,Tender Strength,82755
2022-01-03 17:09,Yu-Peng Chen,Say My Name,111935
2022-01-03 17:13,Yu-Peng Chen,"A Storm, A Spire, and A Sanctum (Dvalin's Nest)",204268
2022-01-04 22:27,G Mills,Icicles,126050
2022-01-04 22:31,G.E.M.,我的秘密 (MySecret),248486
2022-01-04 22:35,JJ Lin,不潮不用花錢,233506
2022-01-04 22:36,音阙诗听,芒种,103506
2022-01-04 22:37,JJ Lin,不潮不用花錢,10030
2022-01-04 22:40,音阙诗听,芒种,216000
2022-01-05 00:12,Elva Hsiao,瀟灑小姐,223106
2022-01-05 00:16,Krystal Chan,[Yicheng Group] Gu Cheng,232941
2022-01-05 00:19,徐艺洋,Super Power,189054
2022-01-05 00:23,S.H.E,Ring Ring Ring,228653
2022-01-05 00:27,小潘潘,學貓叫(Remix版),216990
2022-01-05 00:31,莫宰羊,未接來電,238006
2022-01-05 00:34,徐艺洋,会不会再见,199897
2022-01-05 00:37,Joyce Chu,I Miss You,158160
2022-01-05 00:41,Sue,時候,247139
2022-01-05 00:44,China songs,You Have Me,223375
2022-01-05 00:49,Ice Paper,心如止水,243750
2022-01-05 00:52,Hua Chen Yu,異類,208013
2022-01-05 00:55,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,195744
2022-01-05 01:06,Hu Xia,无题 - 网剧《山河令》插曲,278868
2022-01-05 01:07,Steve Chou,黃昏,33388
2022-01-05 01:23,Steve Chou,黃昏,310821
2022-01-05 01:27,小潘潘,學貓叫 - 電影《下一任:前任》片尾曲,209218
2022-01-05 01:30,Cyndi Wang,Honey,214386
2022-01-05 01:32,Hai Lin,Wu Ji - Piano Ver.,83600
2022-01-05 01:35,連淮偉,愛是,197045
2022-01-05 01:40,Eric Chou,我很快樂,296987
2022-01-05 01:44,WayV,Turn Back Time,218680
2022-01-05 01:48,Kit Chan,喜欢你,265906
2022-01-05 01:52,Jackson Wang,過 (Should've Let Go),203786
2022-01-05 01:57,吴亦凡,贰叁,320618
2022-01-05 02:00,S.H.E,中国话,194026
2022-01-05 02:01,徐紫茵,Say Yes,1090
2022-01-05 02:01,NSZX,Yume To Hazakura - Chinese,53072
2022-01-05 02:05,Will Pan,不得不愛,810
2022-01-05 02:05,唐嫣,天赋,3220
2022-01-05 02:05,傲七爺,是想你的聲音啊,1730
2022-01-05 02:05,Michael Wong,約定 - 2016 Live Version,1100
2022-01-05 02:05,黃冠筑,Ten Years of Hits - Mandarin Version,2090
2022-01-05 02:05,Twins,老鼠愛大米,2103
2022-01-05 02:05,高瀚宇,Miracle,1850
2022-01-05 02:05,Fei Yu-ching,一翦梅,920
2022-01-05 02:05,Baozhai Mezhong,四季予你,1520
2022-01-05 02:05,SING女團,SING-Moonlight Thoughts,231446
2022-01-05 02:06,安唯綾,Come Back My Love,1050
2022-01-05 02:06,Jay Chou,青花瓷,1040
2022-01-05 02:27,安唯綾,Come Back My Love,5093
2022-01-05 02:27,Jay Chou,青花瓷,237346
2022-01-05 02:51,Xiao Zhan,[Theme Song] Wu Ji - Chorus Edition,5970
2022-01-08 03:47,YOASOBI,たぶん,258666
2022-01-08 03:48,EGOIST,All Alone With You,103474
2022-01-09 19:22,Vincent Diamante,Manta,2197
2022-01-12 02:40,Yu-Peng Chen,Legend of Redemption,27997
2022-01-12 02:40,Yu-Peng Chen,Another Hopeful Tomorrow,85783
2022-01-18 00:34,希林娜依•高,颗粒季,3980
2022-01-18 00:39,唐嫣,天赋,277469
2022-01-18 00:44,Steve Chou,黃昏,344200
2022-01-18 00:48,TIA RAY,阿楚姑娘,248828
2022-01-18 00:52,China songs,Never Stop,211022
2022-01-18 00:53,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,33328
2022-01-18 00:53,Michael Wong,約定 - 2016 Live Version,5150
2022-01-18 00:59,Hebe Tien,小幸運,183790
2022-01-20 00:43,Joyce Chu,I Miss You,126640
2022-01-20 00:45,Cyndi Wang,Honey,129020
2022-01-20 00:47,Xiao Zhan,[Theme Song] Wu Ji - Chorus Edition,105190
2022-01-20 00:48,Will Pan,不得不愛,41860
2022-01-20 00:48,TIA RAY,阿楚姑娘,6720
2022-01-20 00:48,徐艺洋,Super Power,9030
2022-01-20 00:49,WayV,Turn Back Time,79100
2022-01-20 00:52,Yu-Peng Chen,Moonlike Smile,160930
2022-01-20 00:52,Yiruma,River Flows In You,1480
2022-01-20 00:53,Yiruma,Kiss The Rain,75980
2022-01-20 00:53,Yu-Peng Chen,Unfinished Frescoes,9940
2022-01-20 00:54,Streaming Music Studios,"Always with Me (From ""Spirited Away"") [Piano Version]",4480
2022-01-20 00:55,Yu-Peng Chen,Snow-Buried Tales,81080
2022-01-20 00:56,Yu-Peng Chen,Snow-Buried Tales,5520
2022-01-20 00:56,Yu-Peng Chen,Once-Colored Memories,42020
2022-01-20 00:56,Yu-Peng Chen,Once-Colored Memories,1270
2022-01-20 00:56,Yu-Peng Chen,Remembrance - Genshin Impact Main Theme Var.,3170
2022-01-20 00:56,Yu-Peng Chen,Unfinished Frescoes,8050
2022-01-20 00:56,Yu-Peng Chen,Lovers' Oath,3440
2022-01-20 00:56,Yu-Peng Chen,Tender Strength,3280
2022-01-20 00:57,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),3180
2022-01-20 00:57,Yu-Peng Chen,A New Day with Hope,79950
2022-01-20 00:58,Yu-Peng Chen,Innocent Age,5890
2022-01-20 00:58,Yu-Peng Chen,Fragile Fantasy,6120
2022-01-20 00:58,Yu-Peng Chen,Ripples of Daydream,6480
2022-01-20 00:58,Yu-Peng Chen,Mesmerizing Waves,18840
2022-01-20 00:58,Yu-Peng Chen,Lovers' Oath,4510
2022-01-20 01:01,Yu-Peng Chen,In Stories of Fading Light,163540
2022-01-20 01:25,Yu-Peng Chen,Another Hopeful Tomorrow,11629
2022-01-20 01:42,Yu-Peng Chen,In Stories of Fading Light,260281
2022-01-20 01:42,Yu-Peng Chen,Another Hopeful Tomorrow,308
2022-01-20 01:43,Yu-Peng Chen,In Stories of Fading Light,20608
2022-01-20 01:43,Yu-Peng Chen,Another Hopeful Tomorrow,46481
2022-01-20 01:44,Yu-Peng Chen,In Stories of Fading Light,65426
2022-01-20 01:44,Yu-Peng Chen,Another Hopeful Tomorrow,1583
2022-01-20 01:45,Yu-Peng Chen,In Stories of Fading Light,19474
2022-01-20 01:45,Yu-Peng Chen,In Stories of Fading Light,25789
2022-01-20 01:45,Yu-Peng Chen,Another Hopeful Tomorrow,490
2022-01-20 01:45,Yu-Peng Chen,Another Hopeful Tomorrow,5345
2022-01-20 23:26,HIGH4,"Not Spring, Love, or Cherry Blossoms",115669
2022-01-20 23:27,Lexie Liu,Manta,27392
2022-01-20 23:27,Rachel Liang,那女孩對我說,6485
2022-01-20 23:30,S.H.E,中国话,194026
2022-01-20 23:34,Hua Chen Yu,異類,208013
2022-01-20 23:37,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,195744
2022-01-20 23:40,連淮偉,愛是,197045
2022-01-20 23:44,張紫寧(Winnie),戀愛三分甜,23379
2022-01-20 23:44,周思涵,我要变好看,2346
2022-01-20 23:44,China songs,You Have Me,223375
2022-01-20 23:44,Ren Ran,飞鸟和蝉,1535
2022-01-20 23:45,Baozhai Mezhong,講個笑話,1151
2022-01-20 23:45,Baozhai Mezhong,講個笑話,6975
2022-01-20 23:45,安唯綾,Come Back My Love,725
2022-01-20 23:45,安唯綾,Come Back My Love,810
2022-01-20 23:45,Jay Chou,告白氣球,1536
2022-01-20 23:45,Jay Chou,安靜,469
2022-01-20 23:48,Jay Chou,告白氣球,215146
2022-01-20 23:49,Jay Chou,安靜,29963
2022-01-20 23:53,Will Pan,不得不愛,281413
2022-01-20 23:58,Hu Xia,无题 - 网剧《山河令》插曲,278868
2022-01-21 00:02,China songs,Downwind,221216
2022-01-21 00:03,徐艺洋,会不会再见,82921
2022-01-26 16:48,HOYO-MiX,Path of Yaksha,40981
2022-01-26 16:50,Yu-Peng Chen,Bard's Adventure,107012
2022-01-26 16:52,Yu-Peng Chen,"Let's Go, Crimson Knight!",91499
2022-01-26 16:53,Yu-Peng Chen,Where the Sunlight Flees,57252
2022-01-26 16:54,Yu-Peng Chen,Flaming Fry,58913
2022-01-26 16:54,Yu-Peng Chen,Ouvertüre der ewigen Nacht,27060
2022-01-26 16:54,Yu-Peng Chen,"Sieh an, mein Sommernachtgarten!",3349
2022-01-26 16:55,Yu-Peng Chen,Surge of Prophecies,5674
2022-01-26 16:55,Yu-Peng Chen,Preserver of Fortune,53248
2022-01-26 16:57,Yu-Peng Chen,Letter From Ajax,93259
2022-01-26 16:58,Yu-Peng Chen,From Snezhnaya With Boldness,88885
2022-01-26 16:59,Yu-Peng Chen,Exclusive Specialty,61334
2022-01-26 17:00,Yu-Peng Chen,Rockin' With Fire,61503
2022-01-26 17:01,Yu-Peng Chen,Nimble as Lightning,59428
2022-01-26 17:03,Yu-Peng Chen,Contemplation in Snow,122864
2022-01-26 17:05,Yu-Peng Chen,Genius of Takwin,100369
2022-01-26 17:07,Yu-Peng Chen,Qilin's Prance,100519
2022-01-26 17:09,Yu-Peng Chen,Rex Incognito,108827
2022-01-26 17:09,Yu-Peng Chen,Relaxation in Liyue,26005
2022-01-26 17:11,HOYO-MiX,Path of Yaksha,107329
2022-01-26 17:12,HOYO-MiX,Broker Betwixt Life and Death,86933
2022-01-26 17:14,HOYO-MiX,Any Last Words?,92968
2022-01-26 17:15,HOYO-MiX,Shadow of Nemesis,57984
2022-01-26 17:16,HOYO-MiX,Marching of Xiezhi,61994
2022-01-26 17:18,HOYO-MiX,The Frozen Emblem,122991
2022-01-26 17:20,HOYO-MiX,Dance of Aphros,109499
2022-01-26 17:21,HOYO-MiX,Iridescent Summer Day,68983
2022-01-26 17:23,HOYO-MiX,Drifter's Destiny,100980
2022-01-26 17:25,HOYO-MiX,Flow of Autumn Wind,116473
2022-01-26 17:25,HOYO-MiX,Shirasagi Princess,29358
2022-01-29 05:56,IU,Celebrity,346247
2022-01-29 05:58,TOMORROW X TOGETHER,Anti-Romantic,120013
2022-01-29 05:58,LeeHi,ONLY,3640
2022-01-29 05:59,Red Velvet,Psycho,15030
2022-01-29 06:51,IU,Celebrity,81440
2022-01-29 19:51,TOMORROW X TOGETHER,Anti-Romantic,1314
2022-01-29 19:51,IU,Celebrity,195546
2022-01-29 19:52,IU,Celebrity,70830
2022-01-29 19:55,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,195744
2022-01-29 19:59,G.E.M.,我的秘密 (MySecret),248486
2022-01-29 20:04,黃冠筑,Ten Years of Hits - Mandarin Version,273750
2022-01-29 20:07,Baozhai Mezhong,講個笑話,201384
2022-01-29 20:11,Hua Chen Yu,異類,5457
2022-01-29 20:11,S.H.E,中国话,194026
2022-01-29 21:11,IU,Celebrity,469686
2022-01-29 21:16,TOMORROW X TOGETHER,Anti-Romantic,4353
2022-02-02 01:58,吴亦凡,大碗宽面,490
2022-02-02 01:58,Jay Chou,髮如雪,618
2022-02-02 01:58,Jay Chou,告白氣球,725
2022-02-02 01:58,Hu Xia,无题 - 网剧《山河令》插曲,2048
2022-02-02 02:16,China songs,When I Was Eighteen,182508
2022-02-02 02:20,Krystal Chan,[Yicheng Group] Gu Cheng,232941
2022-02-02 02:22,Jay Chou,安靜,85864
2022-02-02 02:23,Ren Ran,飞鸟和蝉,1450
2022-02-02 02:23,Sue,時候,703
2022-02-02 02:23,Michael Wong,童話,832
2022-02-02 02:23,莫宰羊,未接來電,1728
2022-02-02 02:23,SING女團,SING-Moonlight Thoughts,96576
2022-02-02 02:25,Hu Xia,那些年,79765
2022-02-02 02:34,Rachel Liang,那女孩對我說,264341
2022-02-03 16:41,Rachel Liang,那女孩對我說,554
2022-02-03 16:46,Ren Ran,飞鸟和蝉,296006
2022-02-03 16:50,Kit Chan,喜欢你,265906
2022-02-03 16:55,希林娜依•高,颗粒季,269268
2022-02-03 17:01,Steve Chou,黃昏,344200
2022-02-03 17:04,China songs,Never Stop,211022
2022-02-03 17:08,Jay Chou,告白氣球,215146
2022-02-03 17:13,Jay Chou,安靜,334240
2022-02-03 17:17,連淮偉,愛是,197045
2022-02-03 17:20,Z.TAO,冰激凌,228311
2022-02-03 17:21,Jay Chou,青花瓷,704
2022-02-03 17:21,徐紫茵,Say Yes,1088
2022-02-03 17:21,Elva Hsiao,瀟灑小姐,14788
2022-02-03 17:21,Hu Xia,无题 - 网剧《山河令》插曲,767
2022-02-03 17:25,Jay Chou,青花瓷,237346
2022-02-03 17:29,徐紫茵,Say Yes,234269
2022-02-03 17:33,Hebe Tien,小幸運,265521
2022-02-03 17:35,Will Pan,不得不愛,143239
2022-02-03 17:36,Ice Paper,心如止水,1408
2022-02-03 17:39,徐艺洋,Super Power,189054
2022-02-03 17:39,Jackson Wang,過 (Should've Let Go),22349
2022-02-03 17:42,新乐尘符,123我爱你,199530
2022-02-03 17:51,Rachel Liang,那女孩對我說,192417
2022-02-06 18:41,Rachel Liang,那女孩對我說,76730
2022-02-06 18:45,吴亦凡,大碗宽面,221495
2022-02-06 18:49,S.H.E,Ring Ring Ring,228653
2022-02-06 18:54,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,320165
2022-02-06 18:58,Baozhai Mezhong,講個笑話,201384
2022-02-06 19:02,莫宰羊,未接來電,238006
2022-02-06 19:05,傲七爺,是想你的聲音啊,234811
2022-02-06 19:09,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,195744
2022-02-06 19:09,Hai Lin,Wu Ji - Piano Ver.,5728
2022-02-06 19:12,Joyce Chu,I Miss You,158160
2022-02-06 19:15,China songs,Downwind,221216
2022-02-06 19:20,黃冠筑,Ten Years of Hits - Mandarin Version,273750
2022-02-06 19:24,Krystal Chan,[Yicheng Group] Gu Cheng,232941
2022-02-06 19:28,Baozhai Mezhong,多想在平庸的生活擁抱你,269936
2022-02-06 19:28,G.E.M.,我的秘密 (MySecret),3180
2022-02-06 19:30,徐艺洋,皮埃罗,109290
2022-02-06 20:08,徐艺洋,皮埃罗,810
2022-02-06 20:08,安唯綾,Come Back My Love,1173
2022-02-06 20:08,Jay Chou,髮如雪,1813
2022-02-06 20:10,TIA RAY,阿楚姑娘,134549
2022-02-06 20:10,A-Lin,天若有情 - 電視劇「錦繡未央」主題曲,1258
2022-02-06 20:10,Lu Han,咖啡 (LH x KW),2986
2022-02-06 20:10,NSZX,Yume To Hazakura - Chinese,832
2022-02-06 20:10,WayV,Turn Back Time,3882
2022-02-06 20:14,徐艺洋,会不会再见,199897
2022-02-06 20:15,Cyndi Wang,Honey,60210
2022-02-06 20:15,周思涵,我要变好看,3541
2022-02-06 20:15,Twins,老鼠愛大米,1471
2022-02-06 20:15,音阙诗听,芒种,2154
2022-02-06 20:18,满舒克,笑看江湖 - 网剧《山河令》江湖推广曲,12873
2022-02-06 20:18,China songs,When I Was Eighteen,182508
2022-02-06 20:19,F*yy,万有引力,28842
2022-02-06 20:24,China songs,You Have Me,300517
2022-02-06 20:25,高瀚宇,Miracle,107153
2022-02-06 20:29,Hua Chen Yu,異類,208013
2022-02-06 20:30,Baozhai Mezhong,四季予你,38526
2022-02-06 20:33,小潘潘,學貓叫,209218
2022-02-06 20:38,吴亦凡,贰叁,320618
2022-02-06 20:42,Fei Yu-ching,一翦梅,234866
2022-02-06 20:48,周深,大魚 - 唱片版,317597
2022-02-06 20:52,Gao Qiuzi,[Wen Qing] woodland,233863
2022-02-06 20:52,小潘潘,學貓叫(Remix版),2807
2022-02-06 20:58,Hu Xia,那些年,369866
2022-02-06 21:02,Michael Wong,童話,12044
2022-02-06 21:02,SING女團,SING-Moonlight Thoughts,231446
2022-02-06 21:06,Silence Wang,有点甜,235200
2022-02-06 21:10,周深,[Xue Yang] Huang Cheng Du,259178
2022-02-06 21:13,S.H.E,中国话,194026
2022-02-06 21:14,齐悦,Wanan,22520
2022-02-06 21:14,Xiao Zhan,[Theme Song] Wu Ji - Chorus Edition,9770
2022-02-07 05:59,汪睿,A Love Song For You,4522
2022-02-08 16:15,Yu-Peng Chen,"Maiden's Longing (From ""Genshin Impact"") - [Orchestral Version]",21952
2022-02-08 16:16,Yu-Peng Chen,"Forsaken Child of Ancient Times (Dvanil's Nest) [From ""Genshin Impact""] [Medieval Style]",6101
2022-02-08 16:16,Yu-Peng Chen,"Dream Aria (Main Theme Var. From ""Genshin Impact"") [Orchestral Version]",35306
2022-02-08 16:16,Yu-Peng Chen,"Liyue Battle Theme III (From ""Genshin Impact"") [Medieval Style]",14400
2022-02-08 16:17,Yu-Peng Chen,"Rex Incognito (From ""Genshin Impact"") [Orchestral Version]",64810
2022-02-08 16:17,Yu-Peng Chen,"Caelestinum Finale Termini (From ""Genshin Impact"") - Symphonic Metal Version",22357
2022-02-08 16:18,Yu-Peng Chen,"Qilin's Prance (From ""Genshin Impact"") [Orchestral Version]",14506
2022-02-08 16:18,Yu-Peng Chen,"Lovers' Oath: Guizhong's Lullaby (From ""Genshin Impact"") - [Vocal Version]",27029
2022-02-08 16:19,HOYO-MiX,Path of Yaksha,74581
2022-02-08 16:20,HOYO-MiX,Any Last Words?,1408
2022-02-08 16:20,HOYO-MiX,Broker Betwixt Life and Death,13951
2022-02-08 16:21,HOYO-MiX,Broker Betwixt Life and Death,86933
2022-02-08 16:23,HOYO-MiX,Any Last Words?,92968
2022-02-08 16:23,HOYO-MiX,Shadow of Nemesis,22124
2022-02-19 03:03,moow,Let Me Alone,20800
2022-02-19 03:03,frad,The Girl I Have a Crush On,21290
2022-02-19 03:09,frad,blossoms,18180
2022-02-19 03:20,Park Hyo Shin,Home,32290
2022-02-20 22:59,Park Hyo Shin,Home,2700
2022-02-22 03:12,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:13,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:15,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:16,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:18,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:19,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:20,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:22,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:23,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:25,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:26,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:27,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:29,Yu-Peng Chen,Tender Strength,82755
2022-02-22 03:30,Yu-Peng Chen,Tender Strength,62167
2022-02-22 21:39,Wang Jun Qi,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",16210
2022-02-24 14:09,Yu-Peng Chen,Hanachirusato,94066
2022-02-24 14:11,Yu-Peng Chen,A New Day with Hope,103237
2022-02-24 14:12,Yu-Peng Chen,A Transparent Moon (Liuli Pavilion),58286
2022-02-24 14:13,Yu-Peng Chen,Moonlike Smile,77958
2022-02-24 14:15,Yu-Peng Chen,Lovers' Oath,79610
2022-02-24 14:16,Yu-Peng Chen,Twilight Serenity - Genshin Impact Main Theme Var.,101554
2022-02-24 14:18,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),92845
2022-02-24 14:19,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),21740
2022-02-24 14:20,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),30020
2022-02-24 14:22,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),25623
2022-02-24 14:25,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),22186
2022-02-25 02:12,Yu-Peng Chen,Forlorn Child of Archaic Winds (Dvalin's Nest),51780
2022-02-25 02:12,希林娜依•高,颗粒季,3100
2022-02-25 02:13,高瀚宇,Miracle,960
2022-02-25 02:16,China songs,When I Was Eighteen,182508
2022-02-25 02:19,周思涵,我要变好看,200531
2022-02-25 02:23,安唯綾,Come Back My Love,231392
2022-02-25 02:27,F*yy,万有引力,243783
2022-02-25 02:31,Jay Chou,青花瓷,237346
2022-02-25 02:34,Jay Chou,告白氣球,215146
2022-02-25 02:38,SING女團,SING-Moonlight Thoughts,231446
2022-02-25 02:41,徐艺洋,Super Power,189054
2022-02-25 02:46,G.E.M.,我的秘密 (MySecret),248486
2022-02-25 02:49,Gao Qiuzi,[Wen Qing] woodland,233863
2022-02-25 02:54,Ren Ran,飞鸟和蝉,296006
2022-02-25 02:55,Steve Chou,黃昏,52721
2022-02-26 02:42,段奧娟,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",9220
2022-02-27 20:32,小潘潘,學貓叫,1310
2022-02-27 20:32,希林娜依•高,颗粒季,15520
2022-02-27 20:32,小潘潘,學貓叫(Remix版),50790
2022-02-27 20:35,Kit Chan,喜欢你,150
2022-02-27 20:35,Elva Hsiao,瀟灑小姐,150960
2022-02-27 20:36,Cyndi Wang,Honey,70890
2022-02-27 20:40,Rachel Liang,那女孩對我說,6540
2022-02-27 20:40,Sue,時候,247139
2022-02-27 20:41,Twins,老鼠愛大米,15570
2022-02-27 20:44,Jay Chou,青花瓷,3280
2022-02-27 20:44,Jay Chou,安靜,193810
2022-02-27 20:45,TIA RAY,阿楚姑娘,69730
2022-02-27 20:49,S.H.E,Ring Ring Ring,228653
2022-02-27 20:51,小潘潘,學貓叫,31870
2022-02-27 20:51,Hu Xia,那些年,113746
2022-03-04 00:50,Olivia Rodrigo,drivers license,242013
2022-03-04 00:53,Olivia Rodrigo,traitor,229226
2022-03-04 00:57,Olivia Rodrigo,enough for you,202826
2022-03-04 00:57,Olivia Rodrigo,happier,33714
2022-03-04 00:58,Mad Tsai,that friend,57400
2022-03-04 01:07,Sara Bareilles,She Used To Be Mine,519550
2022-03-04 01:07,Sara Bareilles,You Matter To Me (feat. Jason Mraz),22470
2022-03-04 01:35,Drew Gehling,You Matter to Me,462810
2022-03-13 01:41,Yu-Peng Chen,Hanachirusato,5653
2022-03-20 17:36,Twins,老鼠愛大米,262480
2022-03-20 17:39,China songs,Downwind,221216
2022-03-20 17:40,Kit Chan,喜欢你,7890
2022-03-20 17:40,Silence Wang,有点甜,2816
2022-03-20 17:44,Kit Chan,喜欢你,265906
2022-03-20 17:44,Michael Wong,約定 - 2016 Live Version,1856
2022-03-20 17:44,Silence Wang,有点甜,5102
2022-03-20 17:44,G.E.M.,我的秘密 (MySecret),2346
2022-03-20 17:46,WayV,Turn Back Time,86186
2022-03-20 17:49,Hua Chen Yu,異類,1088
2022-03-20 17:49,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,195744
2022-03-20 17:49,徐艺洋,会不会再见,3478
2022-03-20 17:58,徐艺洋,皮埃罗,1578
2022-03-20 17:58,Hua Chen Yu,異類,2781
2022-03-20 17:58,S.H.E,Ring Ring Ring,768
2022-03-20 17:58,Jay Chou,青花瓷,1280
2022-03-20 17:58,王以綸,Sometimes,853
2022-03-20 17:58,周思涵,我要变好看,1536
2022-03-20 17:58,Baozhai Mezhong,多想在平庸的生活擁抱你,896
2022-03-20 17:58,Jay Chou,髮如雪,1429
2022-03-20 17:58,徐艺洋,会不会再见,199897
2022-03-20 17:58,Wang Jun Qi,"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",767
2022-03-20 17:58,Elva Hsiao,瀟灑小姐,1045
2022-03-20 18:01,TIA RAY,阿楚姑娘,5050
2022-03-20 18:01,Lu Han,咖啡 (LH x KW),194683
2022-03-20 18:01,Ren Ran,飞鸟和蝉,725
2022-03-20 18:05,TIA RAY,阿楚姑娘,248828
2022-03-20 18:05,Ren Ran,飞鸟和蝉,10447
2022-03-20 18:05,徐紫茵,Say Yes,768
2022-03-20 18:06,吴亦凡,贰叁,1450
2022-03-20 18:09,齐悦,Wanan,6289
2022-03-20 18:09,China songs,You Have Me,223375
2022-03-20 18:09,F*yy,万有引力,746
2022-03-20 18:09,高瀚宇,Miracle,831
2022-03-20 18:09,希林娜依•高,颗粒季,1408
2022-03-20 18:09,Jay Chou,安靜,1280
2022-03-20 18:09,新乐尘符,123我爱你,981
2022-03-20 18:09,S.H.E,中国话,1066
2022-03-20 18:12,Joyce Chu,I Miss You,158160
2022-03-20 18:18,Hu Xia,那些年,369866
2022-03-20 18:22,小潘潘,學貓叫,209218
2022-03-20 18:25,傲七爺,是想你的聲音啊,853
2022-03-20 18:25,China songs,When I Was Eighteen,182508
2022-03-20 18:25,NSZX,Yume To Hazakura - Chinese,1109
2022-03-20 18:25,Ice Paper,心如止水,2022
2022-03-20 18:25,Baozhai Mezhong,四季予你,746
2022-03-20 18:25,Hu Xia,无题 - 网剧《山河令》插曲,917
2022-03-20 18:29,唐嫣,天赋,1194
2022-03-20 18:29,吴亦凡,大碗宽面,1194
2022-03-20 18:29,Baozhai Mezhong,講個笑話,725
2022-03-20 18:29,Eric Chou,我很快樂,704
2022-03-20 18:29,周深,大魚 - 唱片版,917
2022-03-20 18:29,Priscilla Chan,飄雪,768
2022-03-20 18:29,满舒克,笑看江湖 - 网剧《山河令》江湖推广曲,1151
2022-03-20 18:29,Xiao Zhan,[Theme Song] Wu Ji - Chorus Edition,1322
2022-03-20 18:29,Michael Wong,童話,810
2022-03-20 18:29,Steve Chou,黃昏,1237
2022-03-20 18:29,Jackson Wang,過 (Should've Let Go),725
2022-03-20 18:29,Fei Yu-ching,一翦梅,597
2022-03-20 18:29,Jay Chou,告白氣球,215146
2022-03-20 18:29,莫宰羊,未接來電,1088
2022-03-20 18:29,SING女團,SING-Moonlight Thoughts,1505
2022-03-20 18:29,Hai Lin,Wu Ji - Piano Ver.,1258
2022-03-20 18:32,連淮偉,愛是,197045
2022-03-20 18:36,小潘潘,學貓叫(Remix版),216990
2022-03-20 18:39,Cyndi Wang,Honey,214386
2022-03-20 18:43,A-Lin,天若有情 - 電視劇「錦繡未央」主題曲,789
2022-03-20 18:43,安唯綾,Come Back My Love,960
2022-03-20 18:43,Hebe Tien,小幸運,874
2022-03-20 18:43,Sue,時候,1173
2022-03-20 18:43,徐艺洋,Super Power,746
2022-03-20 18:43,Will Pan,不得不愛,917
2022-03-20 18:43,黃冠筑,Ten Years of Hits - Mandarin Version,8038
2022-03-20 18:43,音阙诗听,芒种,1087
2022-03-20 18:43,段奧娟,"一起走的幸福 (電視劇《親愛的, 熱愛的》插曲)",3434
2022-03-20 18:43,Krystal Chan,[Yicheng Group] Gu Cheng,232941
2022-03-20 18:44,Z.TAO,冰激凌,1343
2022-03-20 18:44,Crowd Lu,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,2517
2022-03-20 18:47,Gao Qiuzi,[Wen Qing] woodland,233863
2022-03-20 18:51,China songs,Never Stop,211022
2022-03-20 18:56,Rachel Liang,那女孩對我說,268875
2022-03-20 19:00,周深,[Xue Yang] Huang Cheng Du,259178
2022-03-20 19:00,愛寫歌的小田,枕邊童話,2873
2022-03-20 19:00,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,298
2022-03-20 19:00,China songs,Downwind,2773
2022-03-20 19:00,Yin Lin,[Interlude] Yi Nan Ping,533
2022-03-21 16:53,Krystal Chan,风的话 - 《我的小确幸》影视剧片头主题曲,195744
2022-03-21 16:56,Hua Chen Yu,異類,20450
2022-03-21 16:56,愛寫歌的小田,枕邊童話,4266
